"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"116",182,1575215970108739584,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…","New Zealand","Save New Zealand from Ardern and her cronies.","1",14,"en",1
"117",183,1575215952371019776,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Florida","*views are my own. here for the jokes.","1",424,"en",1
"118",185,1575215901292765184,"RT @MaryLSchmidt: ""Take a stand today and build up your child's self-esteem!"" #ASMSG
https://t.co/bWDg4SHtB8 Stop Bullies! 
#kidlit #pictur…","United States","Official Account of Michael C Schmidt aka A.Raymond, Author Wife is @MaryLSchmidt #SCBWI #memoir #childrensbooks @NewAppleAwards #ReadersFavorite","1",1,"en",1
"119",186,1575215897790201856,"RT @QueenTheLaw: You have bullied the FG, NCDC, the Police, the CBN &amp; the CBN governor, the Former Minister, Anty Kemi, EFCC &amp; now you want…","","","1",10,"en",1
"120",189,1575215834724970496,"RT @SGomezNewsCOMs: Selena has been bullied for over a decade by her ex’s fans &amp; not once did he defend her. They sent her d*ath threats, c…","🇦🇷 (🏳️‍🌈)","|| voy a ver a lauren 16/10 || I'm so rare ||","1",208,"en",1
"121",193,1575215762805260288,"RT @loveosi: When you guys are done retweeting that Ulouma's babe thread make sure you retweet the story David did about Oge who they bulli…","","I love to a fault","1",15,"en",1
"122",198,1575215579711303680,"RT @Mimicinque: @SholaMos1 📝Same British journalists who threatened, bullied, smeared, tormented, late #PrincessDiana are the same ones thr…","","Sussex Supporter  only like and retweet","1",14,"en",1
"123",200,1575215531636195328,"RT @thesixwriter: I like that we’re beginning to take more of a stand as young Ghanaians. We won’t be bullied with seniority or age. 

Do y…","","","1",166,"en",1
"124",201,1575215423746117632,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Soon to be Gentrified City","I’m CEO of morning naps on the beach and pancake booties","1",424,"en",1
"125",202,1575215421430829056,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…","Idk bitch you tell me","{she/her} ♈︎ ⚢","1",499,"en",1
"126",203,1575215408583700480,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","northern Ireland ","Animal lover .Adopt don't shop. 🐕
Those who can do, those who can't talk.","1",817,"en",1
"127",204,1575215407962521600,"RT @selfstyledking: Sometime in 2000 during my 11th grade, somebody took my mech (VCDs and other things 😉) on the street and refused to pay…","Cape Town","🧜🏾‍♀️
Creative nut.
Content Manager.
🇿🇲 Mother to Naleli⭐ + Love Local 💚
https://t.co/SNrnaD4R3c
#Popups #Content #Photography #Markets","1",80,"en",1
"128",205,1575215405232422912,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…","","","1",1520,"en",1
"129",206,1575215402036391936,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","Mansfield, OH","Retired CFO and Operations Manager for Government Contractor. Supporter  of RAP Project, Republican voting Democrat","1",76,"en",1
"130",207,1575215388207374336,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…","","Lover of cats and all the cute little creatures with whisker in this world Included but not limited to louis tomlinson 😊","1",499,"en",1
"131",209,1575215321912606720,"RT @innanetjames: @RubbaBandDaRula niggas needa start gettin bullied. ain’t no shame out here no more","Hyattsville, MD","sc/ig:Dshaun799","1",176,"en",1
"132",214,1575215232070258688,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…","Somewhere that's else ","Londoner. Angeleno. 

#Scotland #Northumbria #Wales #Mercia #Kernow #Wessex #Albion 

#GFA

#Rejoin EU as independent nations #PR","1",51,"en",1
"133",215,1575215230355111936,"RT @QueenTheLaw: You have bullied the FG, NCDC, the Police, the CBN &amp; the CBN governor, the Former Minister, Anty Kemi, EFCC &amp; now you want…","The Streets (La Isla Loco) ","Enigma | Patriot |Feather Ruffler | NIGERIAN|  💣🚧 Waka Pass.","1",10,"en",1
"134",216,1575215224705236992,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","FLYING THE FRIENDLY SKIES! ","RATHER JUST KEEP YOU GUESSING! CAPS MATCH MY BIG PERSONALITY 🤪 #JW #RIPVON #INSURANCE #TRAVELAGENT #NBA #RAVENS #BIKERCHICK #FOE #PAID2TRAVEL 😍🦋✨💝","1",424,"en",1
"135",218,1575215152475303936,"RT @hisprobIem: How are you gonna say both of these things in the SAME interview ? She wants to be the unbothered, secure wife but also the…","","FAN ACCOUNT","1",10,"en",1
"136",219,1575215142698106880,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","","loyalty out values everything","1",424,"en",1
"137",221,1.575215111304e+18,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","ig: itskellisworld","","1",424,"en",1
"138",223,1575215093088124928,"RT @AlisonHoltBBC: Disturbing report from @BBCPanorama. Undercover investigation finds 'toxic culture' at a mental health hospital, with so…","London (he/him)","Head of Influencing & Research at @Autism, member of the #NHSAssembly and *big* fan of data. Found by the coffee. Views are mine.","1",8,"en",1
"139",224,1575215085223485440,"RT @BadassTrader69: Everything wrong with Ep 1 of Eat the Rich... IMO

Citadel and Point 72 were short Gamestop, but the big player was Mel…","United States","✌🏻🧡☀️🐕‍🦺👽🪴 kdizzle.loopring.eth","1",10,"en",1
"140",225,1575214987995250688,"RT @QueenTheLaw: You have bullied the FG, NCDC, the Police, the CBN &amp; the CBN governor, the Former Minister, Anty Kemi, EFCC &amp; now you want…","","🇳🇬 🇪🇸
#JustMe
#RiskAnalyst
#EventManagement","1",10,"en",1
"141",226,1575214934064975872,"RT @doobigus: @BopplinBoy @sub0ur @RetroSpecctive It is the undeniable truth that this will get you bullied in school or just outside in ge…","🌴🦍the jungle🦧🌴","wut/why | monkey 🏴‍☠️ | world leader | universe destroyer | professional gamer","1",1,"en",1
"142",228,1575214922358984704,"RT @QueenTheLaw: You have bullied the FG, NCDC, the Police, the CBN &amp; the CBN governor, the Former Minister, Anty Kemi, EFCC &amp; now you want…","Instagram: Ayodexy","Just keeping it simple I am football fan||#CFC ||FUTArian||Real-life farmer||Animal scientist||Agribusiness consultant||Entrepreneur","1",10,"en",1
"143",229,1575214904390230016,"RT @hisprobIem: How are you gonna say both of these things in the SAME interview ? She wants to be the unbothered, secure wife but also the…","Free palestine","was badlyer","1",10,"en",1
"144",230,1575214835180384256,"RT @IamKateMcCathy2: Groovy is street smart. Listening to how he's answering these interview questions, the boy cant be bullied 👏👏","Botswana","Elite⭐
Mercenary
Alphas
Groovers","1",45,"en",1
"145",231,1575214813713936384,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","","","1",363,"en",1
"146",232,1575214787143036928,"RT @JoyYorkAuthor: @MaryLSchmidt “Take a stand today and build up your child's self-esteem!"" #ASMSG
https://t.co/TNiuzlG9IO Stop Bullies!…","United States","Official Account of Michael C Schmidt aka A.Raymond, Author Wife is @MaryLSchmidt #SCBWI #memoir #childrensbooks @NewAppleAwards #ReadersFavorite","1",2,"en",1
"147",233,1575214714753548288,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Jamaican/Miami","DJ LIVE AKA THE PRIME MINISTER AKA THE REFIX ASSASSIN IAMDJLIVE91@GMAIL.COM FOR BOOKINGS. also Author of upcoming series Crown of Darkness (@Sebert_Smith)","1",424,"en",1
"148",234,1575214703315660800,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","","astro lover","1",424,"en",1
"149",236,1575214687876415488,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","","🙏","1",363,"en",1
"150",237,1575214662177632256,"RT @ntebeEyes: @sukhvin50992233 You told the truth. We are here to do what's in our hearts. If people can understand that, then everyone wi…","","ShehnaazGill fan","1",3,"en",1
"151",238,1575214661628465152,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…","","🧳🌍","1",14,"en",1
"152",239,1575214646768078848,"RT @kostaslondon21: @AFP I guess the bitch slap from USA was loud enough... 
Isn't Erdogan always claiming that his mighty leadership canno…","Belgium, Flanders","Follow our backup account @liesjeheist
on VK: https://t.co/Rj9KauLW6p
on Telegram: @ShinobiHeistOnTheHill
on GAB :@ShinobiBelgium","1",1,"en",1
"153",240,1575214587770699776,"RT @hisprobIem: How are you gonna say both of these things in the SAME interview ? She wants to be the unbothered, secure wife but also the…","","","1",10,"en",1
"154",241,1575214559295864832,"RT @YS36831220: According to Jimin, this concept was to show his true self
The t-shirt that Jimin is wearing on the main cover of his photo…","Baby mochi","🦋2022 @bts_twt / 19","1",2,"en",1
"155",246,1575214424188911616,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…","New Zealand ","living the dream just touring New Zealand in our motorhome.","1",14,"en",1
"156",247,1575214389006778368,"RT @innanetjames: @RubbaBandDaRula niggas needa start gettin bullied. ain’t no shame out here no more","Atlanta, GA","blessed beyond measure. “Thee it grl M”| Software Developer #blacktechtwitter","1",176,"en",1
"157",248,1575214383114121216,"RT @AllergicLiving: In a study of parents of school-aged kids with #foodallergies, parents reported that about one in five kids had been bu…","Chicago, IL","Therapist, Writer | Rep: @bradfordlit | #Mindfulness #Parenting | @Psychwire-listed | Top 100 Women #FoodAllergy | @FACounselor founder | #AAAAI #ACAAI @MyACBS","1",2,"en",1
"158",249,1575214382119735296,"RT @pjrbosley: @AlboMP And you should have to worry about being bullied by mean girls, remember Kimberley ?
We all do.","","","1",3,"en",1
"159",250,1575214356849049600,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","कोलकाता, भारत","Here only for Tejasswi Prakash","1",363,"en",1
"160",251,1575214355628818432,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","not sure just yet","and I’m like.. thanks a heap, coyote ugly. ~she/her/earl","1",424,"en",1
"161",252,1575214337308131328,"RT @AllergicLiving: In a study of parents of school-aged kids with #foodallergies, parents reported that about one in five kids had been bu…","","Food Allergy Counselor Directory & psychosocial resources | Allergy Counseling info | Founder/CEO: @TherapistTamara (Allied Health member of #ACAAI & #AAAAI)","1",2,"en",1
"162",253,1575214317259042816,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Antigua and Barbuda","","1",424,"en",1
"163",254,1575214258245488640,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","Tierra Firme | Cabin 13 | SW","she/her
🔥 Be Glam Do Crime 🔥
 ❤️‍🔥 IPk, Bowie & T Rex enthusiast ❤️‍🔥
🎶 I want you to make me scrеam at the Roxy 🎶
Dieter Bravo wife (real)
✒️ Sp/Eng ✒️","1",131,"en",1
"164",255,1575214207918018560,"RT @BadassTrader69: Everything wrong with Ep 1 of Eat the Rich... IMO

Citadel and Point 72 were short Gamestop, but the big player was Mel…","","Love my Gme! Excited about the future of GameStop. I have a nice position of LRC and IMX but too smooth to set up a wallet. Apologize if I make silly comments…","1",10,"en",1
"165",256,1575214194273951744,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","","He/Him/They/Them - tois pasin gegona panta - 🏳️‍🌈 - Views are my own","1",131,"en",1
